usuario_id,idade,genero,interesse,canal,plataforma,marca,modelo,versao_app,retencao_status,investimento,evento,data_evento
00acae25-1a99-41ed-8def-326cc6c76306,30,Outro,"['Ebook', 'Filmes']",sms,iOS,Apple,iPhone SE,2,Ativo,1.83,clique_botao:audiobook,2025-03-22 12:47:33+00
00acae25-1a99-41ed-8def-326cc6c76306,30,Outro,"['Ebook', 'Filmes']",sms,iOS,Apple,iPhone SE,2,Ativo,1.83,clique_botao:ouvir_audiobook,2025-03-22 13:05:33+00
00acae25-1a99-41ed-8def-326cc6c76306,30,Outro,"['Ebook', 'Filmes']",sms,iOS,Apple,iPhone SE,2,Ativo,1.83,clique_botao:audiobook,2025-03-22 14:01:33+00
00acae25-1a99-41ed-8def-326cc6c76306,30,Outro,"['Ebook', 'Filmes']",sms,iOS,Apple,iPhone SE,2,Ativo,1.83,clique_botao:ouvir_audiobook,2025-03-22 14:25:33+00
00acae25-1a99-41ed-8def-326cc6c76306,30,Outro,"['Ebook', 'Filmes']",sms,iOS,Apple,iPhone SE,2,Ativo,1.83,clique_botao:minibook,2025-03-22 14:43:33+00
00acae25-1a99-41ed-8def-326cc6c76306,30,Outro,"['Ebook', 'Filmes']",sms,iOS,Apple,iPhone SE,2,Ativo,1.83,clique_botao:ler_minibook,2025-03-22 14:57:33+00
00acae25-1a99-41ed-8def-326cc6c76306,30,Outro,"['Ebook', 'Filmes']",sms,iOS,Apple,iPhone SE,2,Ativo,1.83,clique_botao:audiobook,2025-03-22 15:24:33+00
00acae25-1a99-41ed-8def-326cc6c76306,30,Outro,"['Ebook', 'Filmes']",sms,iOS,Apple,iPhone SE,2,Ativo,1.83,clique_botao:minibook,2025-03-22 15:51:33+00
00e6d374-5351-446e-bccc-bfd73fac9eb7,50,Masculino,['Viagens'],email,Android,Motorola,Moto Edge,1,Ativo,0.00,visualizacao_tela:instalacao,2025-01-01 13:28:25+00
00e6d374-5351-446e-bccc-bfd73fac9eb7,50,Masculino,['Viagens'],email,Android,Motorola,Moto Edge,1,Ativo,0.00,clique_botao:criar_conta,2025-01-01 13:33:25+00
00e6d374-5351-446e-bccc-bfd73fac9eb7,50,Masculino,['Viagens'],email,Android,Motorola,Moto Edge,1,Ativo,0.00,clique_botao:cadastro,2025-01-01 13:35:25+00
00e6d374-5351-446e-bccc-bfd73fac9eb7,50,Masculino,['Viagens'],email,Android,Motorola,Moto Edge,1,Ativo,0.00,clique_botao:pin_cadastro,2025-01-01 13:40:25+00
00fc1b38-a695-434a-944c-68e7776ed3ae,40,Outro,"['Tecnologia', 'Música']",email,iOS,Apple,iPhone 13,1,Ativo,0.00,visualizacao_tela:instalacao,2025-02-23 19:21:45+00
00fc1b38-a695-434a-944c-68e7776ed3ae,40,Outro,"['Tecnologia', 'Música']",email,iOS,Apple,iPhone 13,1,Ativo,0.00,clique_botao:criar_conta,2025-02-23 19:26:45+00
00fc1b38-a695-434a-944c-68e7776ed3ae,40,Outro,"['Tecnologia', 'Música']",email,iOS,Apple,iPhone 13,1,Ativo,0.00,clique_botao:cadastro,2025-02-23 19:27:45+00
00fc1b38-a695-434a-944c-68e7776ed3ae,40,Outro,"['Tecnologia', 'Música']",email,iOS,Apple,iPhone 13,1,Ativo,0.00,clique_botao:pin_cadastro,2025-02-23 19:32:45+00
01394037-c58c-4afb-a570-6e83f5ddfb7f,21,Masculino,['Viagens'],email,Android,Motorola,Moto G Stylus,2,Ativo,0.79,visualizacao_tela:instalacao,2025-03-22 15:04:43+00
014811dd-26cd-4cc3-b415-6bff047c53d8,30,Outro,"['Filmes', 'Tecnologia', 'Música']",sms,Android,Xiaomi,Redmi Note 10,1.1,Ativo,3.91,visualizacao_tela:instalacao,2025-02-27 06:18:47+00
014811dd-26cd-4cc3-b415-6bff047c53d8,30,Outro,"['Filmes', 'Tecnologia', 'Música']",sms,Android,Xiaomi,Redmi Note 10,1.1,Ativo,3.91,clique_botao:criar_conta,2025-02-27 06:23:47+00
014811dd-26cd-4cc3-b415-6bff047c53d8,30,Outro,"['Filmes', 'Tecnologia', 'Música']",sms,Android,Xiaomi,Redmi Note 10,1.1,Ativo,3.91,clique_botao:cadastro,2025-02-27 06:28:47+00
014811dd-26cd-4cc3-b415-6bff047c53d8,30,Outro,"['Filmes', 'Tecnologia', 'Música']",sms,Android,Xiaomi,Redmi Note 10,1.1,Ativo,3.91,clique_botao:pin_cadastro,2025-02-27 06:29:47+00
014811dd-26cd-4cc3-b415-6bff047c53d8,30,Outro,"['Filmes', 'Tecnologia', 'Música']",sms,Android,Xiaomi,Redmi Note 10,1.1,Ativo,3.91,visualizacao_tela:inicio,2025-02-27 06:34:47+00
014811dd-26cd-4cc3-b415-6bff047c53d8,30,Outro,"['Filmes', 'Tecnologia', 'Música']",sms,Android,Xiaomi,Redmi Note 10,1.1,Ativo,3.91,clique_botao:audiobook,2025-02-27 07:15:47+00
014811dd-26cd-4cc3-b415-6bff047c53d8,30,Outro,"['Filmes', 'Tecnologia', 'Música']",sms,Android,Xiaomi,Redmi Note 10,1.1,Ativo,3.91,clique_botao:ouvir_audiobook,2025-02-27 07:24:47+00
014811dd-26cd-4cc3-b415-6bff047c53d8,30,Outro,"['Filmes', 'Tecnologia', 'Música']",sms,Android,Xiaomi,Redmi Note 10,1.1,Ativo,3.91,clique_botao:minibook,2025-02-27 07:46:47+00
014811dd-26cd-4cc3-b415-6bff047c53d8,30,Outro,"['Filmes', 'Tecnologia', 'Música']",sms,Android,Xiaomi,Redmi Note 10,1.1,Ativo,3.91,clique_botao:ler_minibook,2025-02-27 08:13:47+00
014811dd-26cd-4cc3-b415-6bff047c53d8,30,Outro,"['Filmes', 'Tecnologia', 'Música']",sms,Android,Xiaomi,Redmi Note 10,1.1,Ativo,3.91,clique_botao:minibook,2025-02-27 09:03:47+00
014811dd-26cd-4cc3-b415-6bff047c53d8,30,Outro,"['Filmes', 'Tecnologia', 'Música']",sms,Android,Xiaomi,Redmi Note 10,1.1,Ativo,3.91,clique_botao:ler_minibook,2025-02-27 09:32:47+00
014811dd-26cd-4cc3-b415-6bff047c53d8,30,Outro,"['Filmes', 'Tecnologia', 'Música']",sms,Android,Xiaomi,Redmi Note 10,1.1,Ativo,3.91,clique_botao:ouvir_audiobook,2025-02-27 10:07:47+00
01d21807-1c46-449d-9b71-23869de64faa,52,Outro,"['Esportes', 'Ebook', 'Filmes']",push,Android,Motorola,Moto G Power,1,Ativo,0.00,visualizacao_tela:instalacao,2025-02-16 06:41:13+00
02b78f2f-b580-48af-ae92-b663f1f72fca,54,Masculino,['Filmes'],email,Android,LG,K51,2,Ativo,4.93,visualizacao_tela:instalacao,2025-01-17 16:21:23+00
02b78f2f-b580-48af-ae92-b663f1f72fca,54,Masculino,['Filmes'],email,Android,LG,K51,2,Ativo,4.93,clique_botao:criar_conta,2025-01-17 16:26:23+00
02e8d6ac-85db-47ce-9b65-db7d1a14d1d7,43,Outro,"['Tecnologia', 'Esportes', 'Notícias']",push,iOS,Apple,iPhone 12,1,Inativo,1.77,visualizacao_tela:instalacao,2025-02-25 07:38:30+00
02e8d6ac-85db-47ce-9b65-db7d1a14d1d7,43,Outro,"['Tecnologia', 'Esportes', 'Notícias']",push,iOS,Apple,iPhone 12,1,Inativo,1.77,clique_botao:criar_conta,2025-02-25 07:40:30+00
02e8d6ac-85db-47ce-9b65-db7d1a14d1d7,43,Outro,"['Tecnologia', 'Esportes', 'Notícias']",push,iOS,Apple,iPhone 12,1,Inativo,1.77,clique_botao:cadastro,2025-02-25 07:41:30+00
02e8d6ac-85db-47ce-9b65-db7d1a14d1d7,43,Outro,"['Tecnologia', 'Esportes', 'Notícias']",push,iOS,Apple,iPhone 12,1,Inativo,1.77,clique_botao:pin_cadastro,2025-02-25 07:46:30+00
03f41dc8-cd6f-4a53-80ee-5aee88398ba0,25,Feminino,['Viagens'],mms,iOS,Apple,iPhone 12,1.2,Ativo,1.84,visualizacao_tela:instalacao,2025-01-21 21:37:16+00
03f41dc8-cd6f-4a53-80ee-5aee88398ba0,25,Feminino,['Viagens'],mms,iOS,Apple,iPhone 12,1.2,Ativo,1.84,clique_botao:criar_conta,2025-01-21 21:38:16+00
03f41dc8-cd6f-4a53-80ee-5aee88398ba0,25,Feminino,['Viagens'],mms,iOS,Apple,iPhone 12,1.2,Ativo,1.84,clique_botao:cadastro,2025-01-21 21:41:16+00
03f41dc8-cd6f-4a53-80ee-5aee88398ba0,25,Feminino,['Viagens'],mms,iOS,Apple,iPhone 12,1.2,Ativo,1.84,clique_botao:pin_cadastro,2025-01-21 21:44:16+00
0414f776-0d55-44b0-a028-fadcecdb42a6,38,Feminino,"['Música', 'Leitura', 'Esportes']",sms,iOS,Apple,iPhone 13,1.2,Ativo,3.23,visualizacao_tela:instalacao,2025-02-14 10:49:53+00
0414f776-0d55-44b0-a028-fadcecdb42a6,38,Feminino,"['Música', 'Leitura', 'Esportes']",sms,iOS,Apple,iPhone 13,1.2,Ativo,3.23,clique_botao:criar_conta,2025-02-14 10:53:53+00
0414f776-0d55-44b0-a028-fadcecdb42a6,38,Feminino,"['Música', 'Leitura', 'Esportes']",sms,iOS,Apple,iPhone 13,1.2,Ativo,3.23,clique_botao:cadastro,2025-02-14 10:56:53+00
0414f776-0d55-44b0-a028-fadcecdb42a6,38,Feminino,"['Música', 'Leitura', 'Esportes']",sms,iOS,Apple,iPhone 13,1.2,Ativo,3.23,clique_botao:pin_cadastro,2025-02-14 10:58:53+00
0414f776-0d55-44b0-a028-fadcecdb42a6,38,Feminino,"['Música', 'Leitura', 'Esportes']",sms,iOS,Apple,iPhone 13,1.2,Ativo,3.23,visualizacao_tela:inicio,2025-02-14 11:03:53+00
0414f776-0d55-44b0-a028-fadcecdb42a6,38,Feminino,"['Música', 'Leitura', 'Esportes']",sms,iOS,Apple,iPhone 13,1.2,Ativo,3.23,clique_botao:ler_ebook,2025-02-14 11:39:53+00
0414f776-0d55-44b0-a028-fadcecdb42a6,38,Feminino,"['Música', 'Leitura', 'Esportes']",sms,iOS,Apple,iPhone 13,1.2,Ativo,3.23,clique_botao:minibook,2025-02-14 12:31:53+00
0414f776-0d55-44b0-a028-fadcecdb42a6,38,Feminino,"['Música', 'Leitura', 'Esportes']",sms,iOS,Apple,iPhone 13,1.2,Ativo,3.23,clique_botao:ouvir_audiobook,2025-02-14 12:37:53+00
0414f776-0d55-44b0-a028-fadcecdb42a6,38,Feminino,"['Música', 'Leitura', 'Esportes']",sms,iOS,Apple,iPhone 13,1.2,Ativo,3.23,clique_botao:ouvir_audiobook,2025-02-14 13:05:53+00
04225de8-494c-4581-9ca1-e2237c60f7e3,59,Outro,"['Ebook', 'Leitura', 'Ebook']",email,iOS,Apple,iPhone SE,1.2,Ativo,0.40,visualizacao_tela:instalacao,2025-01-15 15:15:30+00
04225de8-494c-4581-9ca1-e2237c60f7e3,59,Outro,"['Ebook', 'Leitura', 'Ebook']",email,iOS,Apple,iPhone SE,1.2,Ativo,0.40,clique_botao:criar_conta,2025-01-15 15:16:30+00
04225de8-494c-4581-9ca1-e2237c60f7e3,59,Outro,"['Ebook', 'Leitura', 'Ebook']",email,iOS,Apple,iPhone SE,1.2,Ativo,0.40,clique_botao:cadastro,2025-01-15 15:17:30+00
04738dee-defc-4bb6-b950-d23b3bdb8514,33,Outro,"['Música', 'Ebook', 'Tecnologia']",email,Android,LG,Wing,1.2,Ativo,0.00,visualizacao_tela:instalacao,2025-02-07 08:07:30+00
04738dee-defc-4bb6-b950-d23b3bdb8514,33,Outro,"['Música', 'Ebook', 'Tecnologia']",email,Android,LG,Wing,1.2,Ativo,0.00,clique_botao:criar_conta,2025-02-07 08:08:30+00
04738dee-defc-4bb6-b950-d23b3bdb8514,33,Outro,"['Música', 'Ebook', 'Tecnologia']",email,Android,LG,Wing,1.2,Ativo,0.00,clique_botao:cadastro,2025-02-07 08:12:30+00
04738dee-defc-4bb6-b950-d23b3bdb8514,33,Outro,"['Música', 'Ebook', 'Tecnologia']",email,Android,LG,Wing,1.2,Ativo,0.00,clique_botao:pin_cadastro,2025-02-07 08:14:30+00
04738dee-defc-4bb6-b950-d23b3bdb8514,33,Outro,"['Música', 'Ebook', 'Tecnologia']",email,Android,LG,Wing,1.2,Ativo,0.00,visualizacao_tela:inicio,2025-02-07 08:15:30+00
04738dee-defc-4bb6-b950-d23b3bdb8514,33,Outro,"['Música', 'Ebook', 'Tecnologia']",email,Android,LG,Wing,1.2,Ativo,0.00,clique_botao:audiobook,2025-02-07 08:23:30+00
04738dee-defc-4bb6-b950-d23b3bdb8514,33,Outro,"['Música', 'Ebook', 'Tecnologia']",email,Android,LG,Wing,1.2,Ativo,0.00,clique_botao:ouvir_audiobook,2025-02-07 08:52:30+00
04738dee-defc-4bb6-b950-d23b3bdb8514,33,Outro,"['Música', 'Ebook', 'Tecnologia']",email,Android,LG,Wing,1.2,Ativo,0.00,clique_botao:minibook,2025-02-07 09:02:30+00
04738dee-defc-4bb6-b950-d23b3bdb8514,33,Outro,"['Música', 'Ebook', 'Tecnologia']",email,Android,LG,Wing,1.2,Ativo,0.00,clique_botao:ler_minibook,2025-02-07 09:08:30+00
04738dee-defc-4bb6-b950-d23b3bdb8514,33,Outro,"['Música', 'Ebook', 'Tecnologia']",email,Android,LG,Wing,1.2,Ativo,0.00,clique_botao:minibook,2025-02-07 09:14:30+00
04738dee-defc-4bb6-b950-d23b3bdb8514,33,Outro,"['Música', 'Ebook', 'Tecnologia']",email,Android,LG,Wing,1.2,Ativo,0.00,clique_botao:minibook,2025-02-07 09:35:30+00
04738dee-defc-4bb6-b950-d23b3bdb8514,33,Outro,"['Música', 'Ebook', 'Tecnologia']",email,Android,LG,Wing,1.2,Ativo,0.00,clique_botao:minibook,2025-02-07 09:45:30+00
04738dee-defc-4bb6-b950-d23b3bdb8514,33,Outro,"['Música', 'Ebook', 'Tecnologia']",email,Android,LG,Wing,1.2,Ativo,0.00,clique_botao:ouvir_audiobook,2025-02-07 10:13:30+00
04738dee-defc-4bb6-b950-d23b3bdb8514,33,Outro,"['Música', 'Ebook', 'Tecnologia']",email,Android,LG,Wing,1.2,Ativo,0.00,clique_botao:ebook,2025-02-07 10:55:30+00
04d72822-52c6-4bf2-8598-7c69a9efa826,38,Masculino,"['Ebook', 'Ebook', 'Esportes']",push,iOS,Apple,iPhone 12,1.2,Ativo,0.00,visualizacao_tela:instalacao,2025-02-11 04:15:24+00
04d72822-52c6-4bf2-8598-7c69a9efa826,38,Masculino,"['Ebook', 'Ebook', 'Esportes']",push,iOS,Apple,iPhone 12,1.2,Ativo,0.00,clique_botao:criar_conta,2025-02-11 04:16:24+00
04d72822-52c6-4bf2-8598-7c69a9efa826,38,Masculino,"['Ebook', 'Ebook', 'Esportes']",push,iOS,Apple,iPhone 12,1.2,Ativo,0.00,clique_botao:cadastro,2025-02-11 04:18:24+00
04d72822-52c6-4bf2-8598-7c69a9efa826,38,Masculino,"['Ebook', 'Ebook', 'Esportes']",push,iOS,Apple,iPhone 12,1.2,Ativo,0.00,clique_botao:pin_cadastro,2025-02-11 04:19:24+00
04ea544b-985d-4746-9ead-336a069cc874,22,Masculino,['Leitura'],sms,Android,Samsung,Galaxy S21,1,Ativo,1.41,visualizacao_tela:instalacao,2025-02-15 20:20:45+00
04ea544b-985d-4746-9ead-336a069cc874,22,Masculino,['Leitura'],sms,Android,Samsung,Galaxy S21,1,Ativo,1.41,clique_botao:criar_conta,2025-02-15 20:25:45+00
04ea544b-985d-4746-9ead-336a069cc874,22,Masculino,['Leitura'],sms,Android,Samsung,Galaxy S21,1,Ativo,1.41,clique_botao:cadastro,2025-02-15 20:27:45+00
0536ab96-3755-4b77-9f7e-652b98c27427,52,Outro,"['Filmes', 'Esportes', 'Ebook']",sms,iOS,Apple,iPhone 12,2,Ativo,1.66,visualizacao_tela:instalacao,2025-01-29 05:13:49+00
0536ab96-3755-4b77-9f7e-652b98c27427,52,Outro,"['Filmes', 'Esportes', 'Ebook']",sms,iOS,Apple,iPhone 12,2,Ativo,1.66,clique_botao:criar_conta,2025-01-29 05:17:49+00
0536ab96-3755-4b77-9f7e-652b98c27427,52,Outro,"['Filmes', 'Esportes', 'Ebook']",sms,iOS,Apple,iPhone 12,2,Ativo,1.66,clique_botao:cadastro,2025-01-29 05:21:49+00
05fcc3e4-cad8-415a-8f82-1c98646c427e,29,Outro,"['Tecnologia', 'Notícias', 'Notícias']",sms,Android,Xiaomi,Redmi Note 10,2,Inativo,0.77,visualizacao_tela:instalacao,2025-03-17 10:55:44+00
05fcc3e4-cad8-415a-8f82-1c98646c427e,29,Outro,"['Tecnologia', 'Notícias', 'Notícias']",sms,Android,Xiaomi,Redmi Note 10,2,Inativo,0.77,clique_botao:criar_conta,2025-03-17 10:59:44+00
05fcc3e4-cad8-415a-8f82-1c98646c427e,29,Outro,"['Tecnologia', 'Notícias', 'Notícias']",sms,Android,Xiaomi,Redmi Note 10,2,Inativo,0.77,clique_botao:cadastro,2025-03-17 11:01:44+00
05fcc3e4-cad8-415a-8f82-1c98646c427e,29,Outro,"['Tecnologia', 'Notícias', 'Notícias']",sms,Android,Xiaomi,Redmi Note 10,2,Inativo,0.77,clique_botao:pin_cadastro,2025-03-17 11:04:44+00
05fcc3e4-cad8-415a-8f82-1c98646c427e,29,Outro,"['Tecnologia', 'Notícias', 'Notícias']",sms,Android,Xiaomi,Redmi Note 10,2,Inativo,0.77,visualizacao_tela:inicio,2025-03-17 11:09:44+00
05fcc3e4-cad8-415a-8f82-1c98646c427e,29,Outro,"['Tecnologia', 'Notícias', 'Notícias']",sms,Android,Xiaomi,Redmi Note 10,2,Inativo,0.77,clique_botao:ebook,2025-03-17 12:07:44+00
05fcc3e4-cad8-415a-8f82-1c98646c427e,29,Outro,"['Tecnologia', 'Notícias', 'Notícias']",sms,Android,Xiaomi,Redmi Note 10,2,Inativo,0.77,clique_botao:audiobook,2025-03-17 12:57:44+00
06a1cbb5-b993-47e3-89d3-e84b19e3c0c8,52,Feminino,['Filmes'],push,iOS,Apple,iPhone 13,1,Ativo,3.58,visualizacao_tela:instalacao,2025-03-29 10:58:28+00
06a1cbb5-b993-47e3-89d3-e84b19e3c0c8,52,Feminino,['Filmes'],push,iOS,Apple,iPhone 13,1,Ativo,3.58,clique_botao:criar_conta,2025-03-29 11:01:28+00
06a1cbb5-b993-47e3-89d3-e84b19e3c0c8,52,Feminino,['Filmes'],push,iOS,Apple,iPhone 13,1,Ativo,3.58,clique_botao:cadastro,2025-03-29 11:05:28+00
06a1cbb5-b993-47e3-89d3-e84b19e3c0c8,52,Feminino,['Filmes'],push,iOS,Apple,iPhone 13,1,Ativo,3.58,clique_botao:pin_cadastro,2025-03-29 11:08:28+00
06a1cbb5-b993-47e3-89d3-e84b19e3c0c8,52,Feminino,['Filmes'],push,iOS,Apple,iPhone 13,1,Ativo,3.58,visualizacao_tela:inicio,2025-03-29 11:09:28+00
06a1cbb5-b993-47e3-89d3-e84b19e3c0c8,52,Feminino,['Filmes'],push,iOS,Apple,iPhone 13,1,Ativo,3.58,clique_botao:ebook,2025-03-29 11:38:28+00
06a1cbb5-b993-47e3-89d3-e84b19e3c0c8,52,Feminino,['Filmes'],push,iOS,Apple,iPhone 13,1,Ativo,3.58,clique_botao:ler_ebook,2025-03-29 11:56:28+00
06a1cbb5-b993-47e3-89d3-e84b19e3c0c8,52,Feminino,['Filmes'],push,iOS,Apple,iPhone 13,1,Ativo,3.58,clique_botao:ler_ebook,2025-03-29 12:03:28+00
06a1cbb5-b993-47e3-89d3-e84b19e3c0c8,52,Feminino,['Filmes'],push,iOS,Apple,iPhone 13,1,Ativo,3.58,clique_botao:ouvir_audiobook,2025-03-29 12:26:28+00
06a1cbb5-b993-47e3-89d3-e84b19e3c0c8,52,Feminino,['Filmes'],push,iOS,Apple,iPhone 13,1,Ativo,3.58,clique_botao:audiobook,2025-03-29 12:34:28+00
06a1cbb5-b993-47e3-89d3-e84b19e3c0c8,52,Feminino,['Filmes'],push,iOS,Apple,iPhone 13,1,Ativo,3.58,clique_botao:ler_ebook,2025-03-29 12:41:28+00
06e408b5-de12-4db3-bfd8-a525a14bebf6,22,Feminino,"['Esportes', 'Leitura']",mms,iOS,Apple,iPhone 12,1,Ativo,1.15,visualizacao_tela:instalacao,2025-03-20 18:33:25+00
07a87909-6be5-47ec-9b53-eaecee8541ce,29,Feminino,['Viagens'],mms,Android,LG,K51,1.1,Ativo,1.98,visualizacao_tela:instalacao,2025-01-22 13:33:24+00
07a87909-6be5-47ec-9b53-eaecee8541ce,29,Feminino,['Viagens'],mms,Android,LG,K51,1.1,Ativo,1.98,clique_botao:criar_conta,2025-01-22 13:36:24+00
07a87909-6be5-47ec-9b53-eaecee8541ce,29,Feminino,['Viagens'],mms,Android,LG,K51,1.1,Ativo,1.98,clique_botao:cadastro,2025-01-22 13:39:24+00
07a87909-6be5-47ec-9b53-eaecee8541ce,29,Feminino,['Viagens'],mms,Android,LG,K51,1.1,Ativo,1.98,clique_botao:pin_cadastro,2025-01-22 13:40:24+00
08005ff2-f72b-4d3d-a6c9-2ac60bf4292a,28,Outro,"['Viagens', 'Notícias', 'Ebook']",mms,Android,Xiaomi,Redmi Note 10,1.2,Ativo,0.00,visualizacao_tela:instalacao,2025-02-07 14:35:21+00
08005ff2-f72b-4d3d-a6c9-2ac60bf4292a,28,Outro,"['Viagens', 'Notícias', 'Ebook']",mms,Android,Xiaomi,Redmi Note 10,1.2,Ativo,0.00,clique_botao:criar_conta,2025-02-07 14:37:21+00
08005ff2-f72b-4d3d-a6c9-2ac60bf4292a,28,Outro,"['Viagens', 'Notícias', 'Ebook']",mms,Android,Xiaomi,Redmi Note 10,1.2,Ativo,0.00,clique_botao:cadastro,2025-02-07 14:40:21+00
08141c42-a3bf-4ff0-887e-bfe7515aaffb,42,Masculino,"['Viagens', 'Tecnologia', 'Viagens']",sms,Android,Motorola,Moto G Power,1.1,Ativo,4.32,visualizacao_tela:instalacao,2025-02-28 17:11:48+00
0858848a-dab6-46ed-9339-73d9b6f22627,46,Outro,"['Leitura', 'Música']",push,Android,LG,Velvet,1.1,Ativo,3.37,visualizacao_tela:instalacao,2025-03-06 03:05:19+00
0858848a-dab6-46ed-9339-73d9b6f22627,46,Outro,"['Leitura', 'Música']",push,Android,LG,Velvet,1.1,Ativo,3.37,clique_botao:criar_conta,2025-03-06 03:07:19+00
0858848a-dab6-46ed-9339-73d9b6f22627,46,Outro,"['Leitura', 'Música']",push,Android,LG,Velvet,1.1,Ativo,3.37,clique_botao:cadastro,2025-03-06 03:11:19+00
0858848a-dab6-46ed-9339-73d9b6f22627,46,Outro,"['Leitura', 'Música']",push,Android,LG,Velvet,1.1,Ativo,3.37,clique_botao:pin_cadastro,2025-03-06 03:12:19+00
0858848a-dab6-46ed-9339-73d9b6f22627,46,Outro,"['Leitura', 'Música']",push,Android,LG,Velvet,1.1,Ativo,3.37,visualizacao_tela:inicio,2025-03-06 03:16:19+00
0858848a-dab6-46ed-9339-73d9b6f22627,46,Outro,"['Leitura', 'Música']",push,Android,LG,Velvet,1.1,Ativo,3.37,clique_botao:ler_ebook,2025-03-06 03:40:19+00
0886a57d-2316-49c1-b222-3c037a57829e,33,Feminino,"['Música', 'Filmes', 'Filmes']",sms,iOS,Apple,iPhone SE,1.2,Ativo,4.94,visualizacao_tela:instalacao,2025-02-13 20:47:07+00
0886a57d-2316-49c1-b222-3c037a57829e,33,Feminino,"['Música', 'Filmes', 'Filmes']",sms,iOS,Apple,iPhone SE,1.2,Ativo,4.94,clique_botao:criar_conta,2025-02-13 20:49:07+00
0886a57d-2316-49c1-b222-3c037a57829e,33,Feminino,"['Música', 'Filmes', 'Filmes']",sms,iOS,Apple,iPhone SE,1.2,Ativo,4.94,clique_botao:cadastro,2025-02-13 20:52:07+00
089fceaf-3c59-4b8c-a84b-968ba0a44000,31,Masculino,"['Ebook', 'Filmes']",push,Android,Motorola,Moto G Power,1.1,Ativo,0.10,visualizacao_tela:instalacao,2025-03-16 04:05:54+00
089fceaf-3c59-4b8c-a84b-968ba0a44000,31,Masculino,"['Ebook', 'Filmes']",push,Android,Motorola,Moto G Power,1.1,Ativo,0.10,clique_botao:criar_conta,2025-03-16 04:06:54+00
089fceaf-3c59-4b8c-a84b-968ba0a44000,31,Masculino,"['Ebook', 'Filmes']",push,Android,Motorola,Moto G Power,1.1,Ativo,0.10,clique_botao:cadastro,2025-03-16 04:07:54+00
089fceaf-3c59-4b8c-a84b-968ba0a44000,31,Masculino,"['Ebook', 'Filmes']",push,Android,Motorola,Moto G Power,1.1,Ativo,0.10,clique_botao:pin_cadastro,2025-03-16 04:08:54+00
08f613a6-0b8f-46b4-b3ca-6e693781c492,44,Masculino,['Viagens'],sms,Android,Samsung,Galaxy S21,2,Ativo,0.00,visualizacao_tela:instalacao,2025-01-11 06:20:22+00
08f613a6-0b8f-46b4-b3ca-6e693781c492,44,Masculino,['Viagens'],sms,Android,Samsung,Galaxy S21,2,Ativo,0.00,clique_botao:criar_conta,2025-01-11 06:21:22+00
08f613a6-0b8f-46b4-b3ca-6e693781c492,44,Masculino,['Viagens'],sms,Android,Samsung,Galaxy S21,2,Ativo,0.00,clique_botao:cadastro,2025-01-11 06:23:22+00
