usuario_id,faixa_etaria
267f8895-6597-41aa-a891-55bfa64afff8,18-24
2688d0ba-7abc-41d4-92b6-f9d21ac7361f,35-44
26959e9b-abae-4cee-9b05-39708356ec9c,25-34
26e2badc-c8bf-414c-bb58-7f1fadedc6d3,25-34
270a67f1-0452-426b-8ca9-3c2164bc8fa4,25-34
276aee95-97fe-446f-b9e0-d86ef08dcad8,35-44
27ce3e4c-5592-43f2-ad4c-f141f48fbde7,25-34
28acd53b-a90a-4c14-9034-60ff8a1291bb,25-34
29c060fc-0e38-433a-bd47-21079b212435,35-44
29eaa917-0ba3-435f-870e-e3fc4b778b96,35-44
29ed3ab0-fa47-4fdb-9dc1-1394df463475,25-34
2a1be7db-e3ad-4008-98e5-96fd737e28a7,45-54
2a2fbf68-f611-4322-9c82-31db6388d5dc,35-44
2a69451b-3b95-4214-b3f3-181cdf6e4406,35-44
2a6dcb48-f9b8-4cde-b7ce-f9780c23487d,25-34
2afe66f1-76a6-4e96-802b-e0f6d437f3ba,25-34
2b2c070b-a2a2-4c68-9fc6-262c33dce632,35-44
2b6449ef-8478-4765-8801-6eb42eadeac9,45-54
2b6c4cee-5fe9-4fed-9041-13e914f157be,25-34
2b7279f0-18e7-4459-905f-9de44c83b857,18-24
2ba4e972-89a8-4d51-8fc9-e14fd746e84b,35-44
2bb6e3e3-8df7-4d54-bf5a-4974b08f4e0c,35-44
2bf030db-8a71-4009-ae2d-8774c86d3275,18-24
2bf79605-8bd4-4e98-87ce-29b6550ac0b4,55+
2c134962-296a-4f02-8e8c-29796f1948bc,45-54
2c16b2ba-8325-4ebd-9e5f-f9e8e49f9fa8,45-54
2c5048aa-f43b-48d9-a4ad-45b8bbce1e14,55+
2c719885-3b62-48a4-b5ca-a7feb8cae69c,45-54
2c8cc14c-47e9-4af9-804d-c0f96339e43d,55+
2cc67e7f-4773-47ac-b0b0-4a996a418d4b,45-54
2df25d08-29b5-4bca-a367-8d9f80048c36,25-34
2e3a2302-7c05-45a0-a802-a95498d7cdf5,25-34
2e639115-6360-45e4-b276-c7969165b8d7,35-44
2ec947b8-4445-424f-84f7-29cdf46132e0,25-34
2edbbd17-5d2d-4f90-a1b6-6135614978ee,45-54
2f028a04-fe2c-4fd3-a79c-ea2d4e3e8291,18-24
2f055724-452e-4fae-ba5a-a556c45936ad,55+
2f1f749e-206e-4edd-b962-f1980cbe2a32,45-54
2f44d462-04f7-4ef0-92f3-dcd92d782ca9,35-44
2f9ffd6c-a338-450e-83ac-6457e7090ea4,55+
2fa5924a-ac7e-45dc-9038-5f0b04c3d52a,45-54
2fa9859f-2f7a-41a7-92af-bd0c18477015,45-54
2fdc7166-8b83-487b-b24f-4d55e7829e04,35-44
2fe5c670-0e4d-4023-8942-49e0cacc4d55,45-54
2fe8501c-a462-4c8b-87fb-e06148066bea,35-44
2fee2f6e-201b-4f86-b5a3-01434803337f,18-24
3021d318-3b4b-42f1-beed-e5c39de38722,18-24
306ee589-61b7-4ae0-9e5a-048c86524b22,55+
307c0d80-ec4f-466f-9a2f-01f1c7dcc07b,35-44
3093de60-9db2-43d7-9c5c-1273c452eaca,35-44
30f55fae-9919-4380-a207-221ac83551ec,25-34
3136111e-1606-4d4b-8213-565b247e05ef,35-44
3194a9c7-7074-49bb-8d53-55ac2a451084,55+
31ac1cc0-dbf8-4398-a0cc-5fb25b78ed7d,55+
31dbaac8-9176-4905-a0c6-86c379c304da,35-44
3232d1d4-6672-4005-ba0b-3a64b828c801,45-54
33095194-f6fb-453c-92e3-86bdf67355be,25-34
3343f865-3ed0-4f95-a8c4-452e30517b70,18-24
3366ce26-4de5-408a-8749-e3b935f44d9f,25-34
33af80a4-030a-494d-bc9c-155e2d49ba59,35-44
33c453e2-251e-4d80-87c1-73060cbb87a1,45-54
33c8465b-1ba8-4847-8420-f61df8b0edf0,45-54
34287fc9-72d4-4b26-8539-31fda2f5221f,35-44
344eea3b-ace5-4e34-b877-846a7cebbf21,45-54
345662ad-8035-47be-bc89-f9b9b307eae9,35-44
34610315-329e-47d6-a93d-291a294e6d44,55+
34f4a900-9347-4842-bd14-2b445783344d,35-44
35377428-8c0e-4944-872f-2b30efcaca91,55+
35687c77-bbba-4434-b9be-8e8db4c3d3b7,18-24
357981b8-0a08-4b81-b402-de62fd61fd57,25-34
35ae02ad-31c1-4373-9880-1ee60af2e9fc,35-44
3604e364-a6dd-4571-b118-0aa392d34ff4,55+
36303171-9802-4172-9e73-0f40917d716f,25-34
363cfc02-e11f-4006-8aac-6f7bae166ede,25-34
364182d5-26ba-42a9-9e89-532839f51f6b,45-54
3682ff36-dd9a-455e-811d-af333caa001c,45-54
36b18bae-4bc6-4889-979b-01e61f44c863,25-34
37cecc45-a8ce-4738-bed1-6bd173e23bd4,35-44
389d1feb-198f-426d-8a68-f4e848a6528f,55+
392c4309-fb83-4aa3-8a1f-3ad4dca350d0,55+
3990c6aa-9d31-49df-9a56-fb41ba8eb299,25-34
3a0c9f70-fb71-4799-a41d-6743f2a431ad,45-54
3a17eee1-85ba-42e5-91c9-6f421296c72a,55+
3a2a39cb-fd6a-4e87-8952-eb68931ef95b,35-44
3a56714b-0904-4eda-b7d4-f94fbcea8898,45-54
3a5be3a9-1b6e-4937-8391-cf03df8e1c51,55+
3aeadabf-a80b-4881-a926-0694ce9894bb,25-34
3b43d4b1-ba01-47c9-9e1c-86c65b9799ef,25-34
3b70e732-8c33-49fa-b8ea-bc162f936ad0,45-54
3b8eed7a-8510-46a9-a27c-99ee94c6ac6b,55+
3ba6d9bb-e67d-4fa8-a033-8ee6d9101299,25-34
3bb6bd2c-9e4f-4dab-919b-13b82757431d,45-54
3bc50234-aeac-488d-904e-0de76756fd93,35-44
3c443538-02f9-4977-9237-33e5586e8197,45-54
3c775e7a-9634-4393-9278-90098a8b8932,55+
3c837553-ec26-426c-8a78-315c7269bdfc,18-24
3cb63c98-6875-4352-b67d-0b767b0b0e1f,18-24
3cc6bebf-8686-4139-8f3c-b1da75d472d6,25-34
3cf9c90f-c042-4862-ae28-93c71cbfe3f0,18-24
3d959c1d-7eff-4acd-931d-841bc96030ed,25-34
3d96ca9f-1755-4266-b8a2-1e4aace9bf58,18-24
3e893fdf-22ee-4c7c-b582-916c0ce8cae8,45-54
3e9cee7c-01ce-40c2-8e32-e45b2d68ba2a,18-24
3ed2dc9f-1ee0-4b77-bf84-e9062c4f5004,55+
3efb1933-36cb-45fd-a3c4-97293c0f95ff,25-34
3f2ac0ee-eac9-47ee-a301-a868600f9f84,45-54
3f31b433-13f7-46cb-aa59-8614cdf584cf,18-24
3f34ad5f-7b90-45a3-8df9-2b280ad98eb2,18-24
3f70a912-fa50-46ff-aeb6-086ba2fe2662,35-44
3fcdbcd9-0ef5-4aca-b7ed-0ea2efcf4461,25-34
3fddfd10-4cb3-487b-bd25-0865c7ad88ba,35-44
40875f4e-594c-4f1a-a9ac-f07c854e14fd,18-24
40ce6db7-6cad-4de7-a4f8-42ecf9282c25,35-44
40da32b8-3e12-491d-a1c5-8326c2f96123,25-34
414d896b-fd10-420e-a5da-06ac9666344e,55+
41cefc6f-4b75-48cf-93a3-cabe9d1de625,25-34
426b0f17-202a-438e-91f6-4e2ce6494085,35-44
4280fea1-fc14-4436-abc2-a1904d1f32e2,45-54
42cb2259-0671-4a7a-885a-11cdd20c6100,25-34
42e02fcd-d87b-487e-986b-0c87bab165d0,25-34
42e94853-f290-4b39-93a1-bb27983e6791,18-24
4363c7c6-b2f7-4050-8178-17761703aa59,35-44
439130d4-2782-4715-a42a-ae9e38c62146,45-54
43cfd1b8-a3d9-4135-b0ba-a9d2c0958be9,45-54
44159d84-4a1f-4460-a218-35f723015eaf,18-24
44173638-eef8-4062-8239-695c5d539422,25-34
4488c1a5-5bb1-4e80-aefd-fe77eb5e0d57,55+
448bb022-9de1-439c-903f-cbdaf2413987,25-34
44a61fe7-c878-4a75-a34d-2a2f560247e5,35-44
44d02f08-3325-4c19-983c-54d4831d542a,35-44
44d6e0f0-ff5a-4c8e-bf64-83eb0faaf01c,18-24
45318cb4-6c39-4e6b-b004-1875789dbcc0,35-44
45e5c7c8-2d49-48d8-a92c-016311e97b40,35-44
463654a9-1565-43b5-8f04-9ba448e762f1,45-54
465dcea3-1685-4e4d-baba-32f93819433c,55+
46681f10-ed5a-4442-ba19-11c119428508,35-44
46cd9e4f-f52a-4046-9c3b-1c65816cdba9,35-44
47ae7182-4ee4-4e3e-851d-15a4294ca536,45-54
47b5d244-bb9e-4c14-a81f-ce229e48dc0c,35-44
47fd1c32-c68f-4fab-a0fe-0790add52d07,18-24
4827454b-77d1-4034-ac5b-5c947491dbd9,25-34
483875e1-5c03-404f-a0d3-d9f29290a359,45-54
4934f4aa-958f-4f2c-ba52-5195b0ce558d,18-24
49b9071d-c6f3-442f-9216-9e1498832f1b,45-54
49bc21a4-ce90-4730-9350-474190bee88d,35-44
4a3b426f-6a07-4814-bb55-ea91a57de027,25-34
4a43b908-bec2-4417-a2f7-78f8efedb32c,55+
4a60194e-7e9e-4ee6-9046-0e10634271ec,55+
4a6df942-46b3-44b7-9ba5-b16acc932cfb,45-54
4a6fcf0e-cb7e-4dec-9855-c80837a1d11c,25-34
4a78bc31-4280-4a86-a395-453c0eb1efac,18-24
4a8acbc5-8164-48eb-9b06-5eccdb83eb9f,45-54
4b37d4d5-6fa7-4eb6-a36b-018ec291a5a7,18-24
4b53cb57-beb7-4476-804e-2a6c3168bb00,18-24
4b9647b5-821a-487e-9640-f8b920faecad,35-44
4c84943f-f3fc-4d2c-880c-4e82046a6444,25-34
4ca196b0-3ddf-4bf5-b831-a78edf3a6174,35-44
4cc2484f-9b2a-482b-9d22-932758e8bbc5,25-34
4ccb7075-5ec5-4588-80f7-fcdd6e69cbe8,35-44
4d4bedf1-e43f-4f59-9336-3985ee3a821f,18-24
4d57d5e9-5a01-41d4-ae9e-d38666e5d727,35-44
4da409b0-3c43-48f5-9431-a8be78f29844,35-44
4de412ef-0a50-4d8e-978c-be2095312d46,35-44
4e247ce3-d7cc-442d-8f64-d7b5251e53cb,45-54
4e92ade6-9aa9-4c3d-b506-088f33770291,25-34
4e94199d-27ed-4080-b8a8-0d06458e1c73,25-34
4f0989d3-5791-4f12-b3bc-c7e006dc7d37,35-44
4f218545-a1be-49e2-9266-9df8d0f37a66,25-34
4f31808b-d31c-4a5e-ab2c-f175824ceda0,45-54
4f366124-5ad4-4ce2-8b9b-736fb99e018c,55+
4f3d3b43-ac03-4521-ac00-e59ab487426b,25-34
4fc11176-8a32-407f-a1e9-75dce4c9f0b2,18-24
4ff7d6e3-b4cc-4c6c-a84f-9de58e2382b8,55+
50243055-c40f-42f0-a58e-552f1129466f,18-24
502e181a-ee50-45a1-8dfc-451c9a650dda,25-34
506cf623-dbec-4ad3-9ccc-9b61ec697eb0,25-34
507b9464-7f35-403c-95ed-a5f15f02ffee,45-54
50f0b0f2-2ac1-4577-88d0-1b993e70f705,45-54
514b05d6-5b13-41d4-8551-1a5b1cc9a93a,35-44
515cfde5-91af-482d-87a6-176d0ad23fef,45-54
51626bc9-3fae-4550-ac27-58510f28cce9,35-44
5187249a-ea2b-4825-866e-f70f8dcab640,35-44
51d1ae94-9172-4760-bb8c-3db8b02e2e9f,35-44
51fcc12d-f5e2-4e87-aa83-f80ae98a5ad0,25-34
5200bca0-80f7-4bb7-af54-26139f985eff,18-24
52162030-57b9-454e-b78f-b4c5a7c9f31e,45-54
5272456c-1d8f-4f31-b467-0bfa9813dfc5,25-34
52784a7b-961c-47ad-8f31-df49a3b8cce7,25-34
528b098d-f65e-4ecf-9083-6fce8e0f0f21,35-44
52f18fdd-bfeb-45d4-9df6-b02b16aa47b9,55+
532874d9-da7a-4b04-9ad1-ca687816c07d,18-24
539c1d22-e949-427a-8ecf-ba8a8e58006b,18-24
53c32c59-0e64-4eb2-b18a-419a314c5756,35-44
53c400a4-33fd-4b1e-95d7-1ef993d64197,35-44
54441b18-6ba1-4e1a-ad54-5c999ad20c55,55+
5468d359-69d7-4f33-a74b-23c0f84f2b27,18-24
5490b0ef-9839-42b8-9293-7d6e2cf1ad2b,55+
54b9fb3e-0a86-4443-bab8-56913060ce80,55+
54be0fda-880d-43f1-b50f-674ccfbd2f19,25-34
54e65fe2-8a5c-49ee-97cb-34876a8f350a,55+
552a5378-d035-47f7-80e3-64ec73e5a918,25-34
553ee130-84f6-453e-bb54-345a72aaefdb,55+
5579dd5a-951a-4616-9aa7-84178abf9e14,18-24
55c59102-e2dd-45ed-a2db-d3d38039ded8,45-54
55e74dc9-861c-4142-8b1b-e58abbfb0d58,45-54
55ed3eff-c72f-4353-8c35-a679aaaa2f17,35-44
56483e41-afee-4a63-8616-5a5fa8c0b235,45-54
56939e7b-5ecd-43c2-9b39-425c662715c5,18-24
56b3b3db-b555-48ed-b3be-1c4ccc86af10,35-44
577f1b90-5b1e-4db9-9cf6-596dc1ba4c10,35-44
57ed30f3-15b4-4c1f-9e2d-e1e0df37d979,25-34
585de1e3-7043-40b9-8847-0521913fa2cd,25-34
58f8b825-32f0-4aac-a608-ae1900898a77,35-44
59148135-c6d1-4ecf-bd9a-c8426ede8ed4,25-34
5957650d-969c-4bb2-b860-c76d2cdab8d4,25-34
599dc798-9731-438c-8135-b6c515f71a31,45-54
59d9572e-7f5b-4cb0-8eb2-0298e0481328,35-44
59da187a-ca61-4d29-938f-e0fa3b6dc5c4,45-54
59f291db-9ce0-4bd7-947d-b24bad30156b,55+
5a237cdd-41cb-471e-97ce-13cbf8c4181f,35-44
5a3b3330-2e68-4b61-bec9-b873c22cdad9,25-34
5aa9118f-dd06-4bda-bbee-81a2b642c59d,25-34
5ae05795-d5de-4489-8722-0e66bcd7c118,25-34
5af8e0b5-39f2-4c93-a3ea-3c369f72ea4f,55+
5b15f445-be18-404f-9d01-c960f34ea0d1,45-54
5b4e39f6-8447-4d2b-98da-18bff17ceaac,18-24
5bc9b1a8-5542-4768-a32a-a5deb4991eab,25-34
5bcd02b8-b604-4bc6-b7ed-90fc169c2666,25-34
5bd28665-d39a-488a-aa04-e554ceee810d,18-24
5be2aeec-5d56-4feb-8b35-e1e294427243,35-44
5be44b4e-d7f7-4369-97c0-d0d1b5acb6b0,18-24
5be8c394-49c4-4971-995f-13402624b352,45-54
5c2407fe-6266-4382-8a0a-3a254663e7e8,35-44
5c4065b0-3aa2-43ef-941a-9facfe3ada55,55+
5c4442eb-b5f2-4ec4-be56-22b1a115b884,55+
5c9e8c92-b288-416a-9cfd-839b38b0a41f,45-54
5cd31ff7-792a-4cd4-9893-686ce44271f5,35-44
5d0d17c4-653f-49e2-8741-cf9ccfec047f,25-34
5d5dfeaa-bb0c-4766-ad94-7135abe976f8,45-54
5d628645-f8e5-4f2c-8cbc-c0509839b11f,18-24
5e0757c2-d33b-42b1-903f-3df90e6368c0,35-44
5e14e490-3b78-4a9f-9d6e-3014be75ad07,55+
5ea1f89d-b990-4f97-b96a-1e4045891797,35-44
5f0411b0-fd2d-4ab2-aa15-4696ea8e3e72,45-54
5f401fa3-ebdc-4003-9ccf-0162e9226b4b,45-54
5f45e0f9-2175-4b4c-925c-ffaf5862afec,55+
5f4f2327-d520-41bd-bb1d-4dfeb5644683,25-34
5f56ed1a-6b71-4127-809e-d1371e85d4e8,18-24
5f5fe510-8fce-48fa-857e-c61019a90210,35-44
5f9a7557-945f-4904-bcb5-9029a1d4038c,35-44
5fc11994-7cda-46ca-b166-f386a28297ae,25-34
605064b5-b070-4d3f-b2ee-7b15321fffa3,45-54
624b9410-2f06-49cc-b861-801e39a4e627,18-24
6258d417-1bcb-4da9-8f08-e95855554358,45-54
62634c0a-17cc-4bf0-952e-3ac5a89b2c64,18-24
6278395c-3c50-444a-bcba-2552e7514593,25-34
62a46d53-c1ea-4779-97ec-19e45da1ab3a,18-24
62d4030c-7449-4c31-aa42-7e09463ca8a7,55+
631fcad0-76b6-41aa-9994-488b202d945d,25-34
63434b95-9f7f-402d-989c-a2152132de9c,35-44
6392f6e2-bcb1-482c-ab38-a71c96b3252b,45-54
639381cd-4e9a-476c-8d77-74f7c57f09ec,55+
639fe22d-83fc-4867-8438-4c1f70366765,45-54
63d63215-22df-452e-9cda-4c4a8f53ed1f,25-34
63dfb531-8ab4-498d-a9bc-ac11c664e887,18-24
647bfe7e-fd90-4352-a6b8-ecc302878ce5,35-44
64a702f3-d8ce-4c8f-8c24-829f647d26db,25-34
64e89ec7-2154-4266-b78d-b7c59f49e5c1,45-54
653564a7-c515-4ba8-b34e-4664e2be9a04,25-34
653c62b0-3a54-456e-a35d-88c62db22854,35-44
656554c0-6fa6-49fe-8945-30dfbf0c5d0d,45-54
65937c2d-0455-4279-a296-9e62eeead358,25-34
65b306a5-5084-4692-b59f-8cad0913a885,45-54
65de72e9-c9e7-4a27-9e94-7c051bfd5c83,18-24
65ed5745-f53e-4643-b40b-8d0e8f70c487,45-54
65ee4f7a-8a44-4ee1-b050-c55d9ae7a2fc,55+
66772dbf-7b88-4815-8bc5-ca13c11c8316,45-54
66a617e1-3f86-4440-a6fc-dad202f2bebe,45-54
674e39dc-0acc-42b0-865f-70156d425cb7,25-34
679e0588-66cc-4d77-bba7-024cd2ffcfde,45-54
67c51fb5-26f3-4287-b89f-666ea1632ac0,35-44
67e2bf1b-a9a3-423d-9cb3-1c6d018ff63d,25-34
67e521b5-8dae-4856-8eb5-2c724972a222,45-54
68a3ed4c-3fb7-415c-a293-32310b93722f,18-24
68b309c0-58b2-4ad6-ac94-65b5fb30e6e3,55+
6900cb04-76d1-428d-80b8-68cf058f1e22,45-54
6941dcf7-b907-46ca-bffe-b44fda41c253,55+
694568d1-1a60-4488-acd7-985df1d6433d,25-34
69562dc1-3924-49c5-8806-39d435e29367,35-44
695e3b08-981a-4f63-a8d2-022e2f32c820,45-54
697c0b1b-4cf4-48a2-b612-ba7f0ca08548,45-54
6a875b22-7f04-46a4-9c33-65662eb43adc,35-44
6ab57265-d61a-43f5-bee5-d94ba9144567,35-44
6abd5b5c-692e-455a-a1e3-5b440cfc00d1,35-44
6af97b1c-c26f-463c-8253-20ed0078276d,45-54
6b282abe-109f-490b-8cd5-fedf9d2b73bd,35-44
6b376f29-9e54-4803-bdd8-13922ea21b1e,18-24
6bfbd046-b19e-48cb-85b7-442fd033b5f9,55+
6c0f31b6-daf5-4245-9a3d-8030e61b2ad0,25-34
6c49f058-0370-4952-ae25-3326e85536f0,35-44
6c8bd281-72cd-456e-b24c-4710c5f1ed8f,35-44
6cb6a668-dbb0-43f7-b750-a615bacd62b5,35-44
6cdc34da-13e9-44c5-bb2c-9211b93f504f,25-34
6d084c74-5e77-43d9-9304-2913586bf895,25-34
6d3915d2-c5d2-4726-bf64-3f512fa04565,25-34
6d3c53bd-f891-46ed-9d49-10ce0497c8c7,18-24
6d4866fc-0bbd-4131-85c1-2258341c8c0e,35-44
6d75033c-3c6b-45fb-9e27-358acd279788,45-54
6dc39954-4dc8-4b1e-aa98-c26e757086d2,55+
