usuario_id,evento,data_hora,canal,plataforma,marca,modelo,versao_app
014811dd-26cd-4cc3-b415-6bff047c53d8,clique_botao:criar_conta,2025-02-27 06:23:47+00,sms,Android,Xiaomi,Redmi Note 10,1.1
014811dd-26cd-4cc3-b415-6bff047c53d8,clique_botao:cadastro,2025-02-27 06:28:47+00,sms,Android,Xiaomi,Redmi Note 10,1.1
014811dd-26cd-4cc3-b415-6bff047c53d8,clique_botao:pin_cadastro,2025-02-27 06:29:47+00,sms,Android,Xiaomi,Redmi Note 10,1.1
014811dd-26cd-4cc3-b415-6bff047c53d8,visualizacao_tela:inicio,2025-02-27 06:34:47+00,sms,Android,Xiaomi,Redmi Note 10,1.1
014811dd-26cd-4cc3-b415-6bff047c53d8,clique_botao:audiobook,2025-02-27 07:15:47+00,sms,Android,Xiaomi,Redmi Note 10,1.1
014811dd-26cd-4cc3-b415-6bff047c53d8,clique_botao:ouvir_audiobook,2025-02-27 07:24:47+00,sms,Android,Xiaomi,Redmi Note 10,1.1
014811dd-26cd-4cc3-b415-6bff047c53d8,clique_botao:minibook,2025-02-27 07:46:47+00,sms,Android,Xiaomi,Redmi Note 10,1.1
014811dd-26cd-4cc3-b415-6bff047c53d8,clique_botao:ler_minibook,2025-02-27 08:13:47+00,sms,Android,Xiaomi,Redmi Note 10,1.1
014811dd-26cd-4cc3-b415-6bff047c53d8,clique_botao:minibook,2025-02-27 09:03:47+00,sms,Android,Xiaomi,Redmi Note 10,1.1
014811dd-26cd-4cc3-b415-6bff047c53d8,clique_botao:ler_minibook,2025-02-27 09:32:47+00,sms,Android,Xiaomi,Redmi Note 10,1.1
014811dd-26cd-4cc3-b415-6bff047c53d8,clique_botao:ouvir_audiobook,2025-02-27 10:07:47+00,sms,Android,Xiaomi,Redmi Note 10,1.1
01d21807-1c46-449d-9b71-23869de64faa,visualizacao_tela:instalacao,2025-02-16 06:41:13+00,push,Android,Motorola,Moto G Power,1
02b78f2f-b580-48af-ae92-b663f1f72fca,visualizacao_tela:instalacao,2025-01-17 16:21:23+00,email,Android,LG,K51,2
02b78f2f-b580-48af-ae92-b663f1f72fca,clique_botao:criar_conta,2025-01-17 16:26:23+00,email,Android,LG,K51,2
02e8d6ac-85db-47ce-9b65-db7d1a14d1d7,visualizacao_tela:instalacao,2025-02-25 07:38:30+00,push,iOS,Apple,iPhone 12,1
02e8d6ac-85db-47ce-9b65-db7d1a14d1d7,clique_botao:criar_conta,2025-02-25 07:40:30+00,push,iOS,Apple,iPhone 12,1
02e8d6ac-85db-47ce-9b65-db7d1a14d1d7,clique_botao:cadastro,2025-02-25 07:41:30+00,push,iOS,Apple,iPhone 12,1
02e8d6ac-85db-47ce-9b65-db7d1a14d1d7,clique_botao:pin_cadastro,2025-02-25 07:46:30+00,push,iOS,Apple,iPhone 12,1
03f41dc8-cd6f-4a53-80ee-5aee88398ba0,visualizacao_tela:instalacao,2025-01-21 21:37:16+00,mms,iOS,Apple,iPhone 12,1.2
03f41dc8-cd6f-4a53-80ee-5aee88398ba0,clique_botao:criar_conta,2025-01-21 21:38:16+00,mms,iOS,Apple,iPhone 12,1.2
03f41dc8-cd6f-4a53-80ee-5aee88398ba0,clique_botao:cadastro,2025-01-21 21:41:16+00,mms,iOS,Apple,iPhone 12,1.2
03f41dc8-cd6f-4a53-80ee-5aee88398ba0,clique_botao:pin_cadastro,2025-01-21 21:44:16+00,mms,iOS,Apple,iPhone 12,1.2
0414f776-0d55-44b0-a028-fadcecdb42a6,visualizacao_tela:instalacao,2025-02-14 10:49:53+00,sms,iOS,Apple,iPhone 13,1.2
0414f776-0d55-44b0-a028-fadcecdb42a6,clique_botao:criar_conta,2025-02-14 10:53:53+00,sms,iOS,Apple,iPhone 13,1.2
0414f776-0d55-44b0-a028-fadcecdb42a6,clique_botao:cadastro,2025-02-14 10:56:53+00,sms,iOS,Apple,iPhone 13,1.2
0414f776-0d55-44b0-a028-fadcecdb42a6,clique_botao:pin_cadastro,2025-02-14 10:58:53+00,sms,iOS,Apple,iPhone 13,1.2
0414f776-0d55-44b0-a028-fadcecdb42a6,visualizacao_tela:inicio,2025-02-14 11:03:53+00,sms,iOS,Apple,iPhone 13,1.2
0414f776-0d55-44b0-a028-fadcecdb42a6,clique_botao:ler_ebook,2025-02-14 11:39:53+00,sms,iOS,Apple,iPhone 13,1.2
0414f776-0d55-44b0-a028-fadcecdb42a6,clique_botao:minibook,2025-02-14 12:31:53+00,sms,iOS,Apple,iPhone 13,1.2
0414f776-0d55-44b0-a028-fadcecdb42a6,clique_botao:ouvir_audiobook,2025-02-14 12:37:53+00,sms,iOS,Apple,iPhone 13,1.2
0414f776-0d55-44b0-a028-fadcecdb42a6,clique_botao:ouvir_audiobook,2025-02-14 13:05:53+00,sms,iOS,Apple,iPhone 13,1.2
04225de8-494c-4581-9ca1-e2237c60f7e3,visualizacao_tela:instalacao,2025-01-15 15:15:30+00,email,iOS,Apple,iPhone SE,1.2
04225de8-494c-4581-9ca1-e2237c60f7e3,clique_botao:criar_conta,2025-01-15 15:16:30+00,email,iOS,Apple,iPhone SE,1.2
04225de8-494c-4581-9ca1-e2237c60f7e3,clique_botao:cadastro,2025-01-15 15:17:30+00,email,iOS,Apple,iPhone SE,1.2
04738dee-defc-4bb6-b950-d23b3bdb8514,visualizacao_tela:instalacao,2025-02-07 08:07:30+00,email,Android,LG,Wing,1.2
04738dee-defc-4bb6-b950-d23b3bdb8514,clique_botao:criar_conta,2025-02-07 08:08:30+00,email,Android,LG,Wing,1.2
04738dee-defc-4bb6-b950-d23b3bdb8514,clique_botao:cadastro,2025-02-07 08:12:30+00,email,Android,LG,Wing,1.2
04738dee-defc-4bb6-b950-d23b3bdb8514,clique_botao:pin_cadastro,2025-02-07 08:14:30+00,email,Android,LG,Wing,1.2
04738dee-defc-4bb6-b950-d23b3bdb8514,visualizacao_tela:inicio,2025-02-07 08:15:30+00,email,Android,LG,Wing,1.2
04738dee-defc-4bb6-b950-d23b3bdb8514,clique_botao:audiobook,2025-02-07 08:23:30+00,email,Android,LG,Wing,1.2
04738dee-defc-4bb6-b950-d23b3bdb8514,clique_botao:ouvir_audiobook,2025-02-07 08:52:30+00,email,Android,LG,Wing,1.2
04738dee-defc-4bb6-b950-d23b3bdb8514,clique_botao:minibook,2025-02-07 09:02:30+00,email,Android,LG,Wing,1.2
04738dee-defc-4bb6-b950-d23b3bdb8514,clique_botao:ler_minibook,2025-02-07 09:08:30+00,email,Android,LG,Wing,1.2
04738dee-defc-4bb6-b950-d23b3bdb8514,clique_botao:minibook,2025-02-07 09:14:30+00,email,Android,LG,Wing,1.2
04738dee-defc-4bb6-b950-d23b3bdb8514,clique_botao:minibook,2025-02-07 09:35:30+00,email,Android,LG,Wing,1.2
04738dee-defc-4bb6-b950-d23b3bdb8514,clique_botao:minibook,2025-02-07 09:45:30+00,email,Android,LG,Wing,1.2
04738dee-defc-4bb6-b950-d23b3bdb8514,clique_botao:ouvir_audiobook,2025-02-07 10:13:30+00,email,Android,LG,Wing,1.2
04738dee-defc-4bb6-b950-d23b3bdb8514,clique_botao:ebook,2025-02-07 10:55:30+00,email,Android,LG,Wing,1.2
04d72822-52c6-4bf2-8598-7c69a9efa826,visualizacao_tela:instalacao,2025-02-11 04:15:24+00,push,iOS,Apple,iPhone 12,1.2
04d72822-52c6-4bf2-8598-7c69a9efa826,clique_botao:criar_conta,2025-02-11 04:16:24+00,push,iOS,Apple,iPhone 12,1.2
04d72822-52c6-4bf2-8598-7c69a9efa826,clique_botao:cadastro,2025-02-11 04:18:24+00,push,iOS,Apple,iPhone 12,1.2
04d72822-52c6-4bf2-8598-7c69a9efa826,clique_botao:pin_cadastro,2025-02-11 04:19:24+00,push,iOS,Apple,iPhone 12,1.2
04ea544b-985d-4746-9ead-336a069cc874,visualizacao_tela:instalacao,2025-02-15 20:20:45+00,sms,Android,Samsung,Galaxy S21,1
04ea544b-985d-4746-9ead-336a069cc874,clique_botao:criar_conta,2025-02-15 20:25:45+00,sms,Android,Samsung,Galaxy S21,1
04ea544b-985d-4746-9ead-336a069cc874,clique_botao:cadastro,2025-02-15 20:27:45+00,sms,Android,Samsung,Galaxy S21,1
0536ab96-3755-4b77-9f7e-652b98c27427,visualizacao_tela:instalacao,2025-01-29 05:13:49+00,sms,iOS,Apple,iPhone 12,2
0536ab96-3755-4b77-9f7e-652b98c27427,clique_botao:criar_conta,2025-01-29 05:17:49+00,sms,iOS,Apple,iPhone 12,2
0536ab96-3755-4b77-9f7e-652b98c27427,clique_botao:cadastro,2025-01-29 05:21:49+00,sms,iOS,Apple,iPhone 12,2
05fcc3e4-cad8-415a-8f82-1c98646c427e,visualizacao_tela:instalacao,2025-03-17 10:55:44+00,sms,Android,Xiaomi,Redmi Note 10,2
05fcc3e4-cad8-415a-8f82-1c98646c427e,clique_botao:criar_conta,2025-03-17 10:59:44+00,sms,Android,Xiaomi,Redmi Note 10,2
05fcc3e4-cad8-415a-8f82-1c98646c427e,clique_botao:cadastro,2025-03-17 11:01:44+00,sms,Android,Xiaomi,Redmi Note 10,2
05fcc3e4-cad8-415a-8f82-1c98646c427e,clique_botao:pin_cadastro,2025-03-17 11:04:44+00,sms,Android,Xiaomi,Redmi Note 10,2
05fcc3e4-cad8-415a-8f82-1c98646c427e,visualizacao_tela:inicio,2025-03-17 11:09:44+00,sms,Android,Xiaomi,Redmi Note 10,2
05fcc3e4-cad8-415a-8f82-1c98646c427e,clique_botao:ebook,2025-03-17 12:07:44+00,sms,Android,Xiaomi,Redmi Note 10,2
05fcc3e4-cad8-415a-8f82-1c98646c427e,clique_botao:audiobook,2025-03-17 12:57:44+00,sms,Android,Xiaomi,Redmi Note 10,2
06a1cbb5-b993-47e3-89d3-e84b19e3c0c8,visualizacao_tela:instalacao,2025-03-29 10:58:28+00,push,iOS,Apple,iPhone 13,1
06a1cbb5-b993-47e3-89d3-e84b19e3c0c8,clique_botao:criar_conta,2025-03-29 11:01:28+00,push,iOS,Apple,iPhone 13,1
06a1cbb5-b993-47e3-89d3-e84b19e3c0c8,clique_botao:cadastro,2025-03-29 11:05:28+00,push,iOS,Apple,iPhone 13,1
06a1cbb5-b993-47e3-89d3-e84b19e3c0c8,clique_botao:pin_cadastro,2025-03-29 11:08:28+00,push,iOS,Apple,iPhone 13,1
06a1cbb5-b993-47e3-89d3-e84b19e3c0c8,visualizacao_tela:inicio,2025-03-29 11:09:28+00,push,iOS,Apple,iPhone 13,1
06a1cbb5-b993-47e3-89d3-e84b19e3c0c8,clique_botao:ebook,2025-03-29 11:38:28+00,push,iOS,Apple,iPhone 13,1
06a1cbb5-b993-47e3-89d3-e84b19e3c0c8,clique_botao:ler_ebook,2025-03-29 11:56:28+00,push,iOS,Apple,iPhone 13,1
06a1cbb5-b993-47e3-89d3-e84b19e3c0c8,clique_botao:ler_ebook,2025-03-29 12:03:28+00,push,iOS,Apple,iPhone 13,1
06a1cbb5-b993-47e3-89d3-e84b19e3c0c8,clique_botao:ouvir_audiobook,2025-03-29 12:26:28+00,push,iOS,Apple,iPhone 13,1
06a1cbb5-b993-47e3-89d3-e84b19e3c0c8,clique_botao:audiobook,2025-03-29 12:34:28+00,push,iOS,Apple,iPhone 13,1
06a1cbb5-b993-47e3-89d3-e84b19e3c0c8,clique_botao:ler_ebook,2025-03-29 12:41:28+00,push,iOS,Apple,iPhone 13,1
06e408b5-de12-4db3-bfd8-a525a14bebf6,visualizacao_tela:instalacao,2025-03-20 18:33:25+00,mms,iOS,Apple,iPhone 12,1
07a87909-6be5-47ec-9b53-eaecee8541ce,visualizacao_tela:instalacao,2025-01-22 13:33:24+00,mms,Android,LG,K51,1.1
07a87909-6be5-47ec-9b53-eaecee8541ce,clique_botao:criar_conta,2025-01-22 13:36:24+00,mms,Android,LG,K51,1.1
07a87909-6be5-47ec-9b53-eaecee8541ce,clique_botao:cadastro,2025-01-22 13:39:24+00,mms,Android,LG,K51,1.1
07a87909-6be5-47ec-9b53-eaecee8541ce,clique_botao:pin_cadastro,2025-01-22 13:40:24+00,mms,Android,LG,K51,1.1
08005ff2-f72b-4d3d-a6c9-2ac60bf4292a,visualizacao_tela:instalacao,2025-02-07 14:35:21+00,mms,Android,Xiaomi,Redmi Note 10,1.2
08005ff2-f72b-4d3d-a6c9-2ac60bf4292a,clique_botao:criar_conta,2025-02-07 14:37:21+00,mms,Android,Xiaomi,Redmi Note 10,1.2
08005ff2-f72b-4d3d-a6c9-2ac60bf4292a,clique_botao:cadastro,2025-02-07 14:40:21+00,mms,Android,Xiaomi,Redmi Note 10,1.2
08141c42-a3bf-4ff0-887e-bfe7515aaffb,visualizacao_tela:instalacao,2025-02-28 17:11:48+00,sms,Android,Motorola,Moto G Power,1.1
0858848a-dab6-46ed-9339-73d9b6f22627,visualizacao_tela:instalacao,2025-03-06 03:05:19+00,push,Android,LG,Velvet,1.1
0858848a-dab6-46ed-9339-73d9b6f22627,clique_botao:criar_conta,2025-03-06 03:07:19+00,push,Android,LG,Velvet,1.1
0858848a-dab6-46ed-9339-73d9b6f22627,clique_botao:cadastro,2025-03-06 03:11:19+00,push,Android,LG,Velvet,1.1
0858848a-dab6-46ed-9339-73d9b6f22627,clique_botao:pin_cadastro,2025-03-06 03:12:19+00,push,Android,LG,Velvet,1.1
0858848a-dab6-46ed-9339-73d9b6f22627,visualizacao_tela:inicio,2025-03-06 03:16:19+00,push,Android,LG,Velvet,1.1
0858848a-dab6-46ed-9339-73d9b6f22627,clique_botao:ler_ebook,2025-03-06 03:40:19+00,push,Android,LG,Velvet,1.1
0886a57d-2316-49c1-b222-3c037a57829e,visualizacao_tela:instalacao,2025-02-13 20:47:07+00,sms,iOS,Apple,iPhone SE,1.2
0886a57d-2316-49c1-b222-3c037a57829e,clique_botao:criar_conta,2025-02-13 20:49:07+00,sms,iOS,Apple,iPhone SE,1.2
0886a57d-2316-49c1-b222-3c037a57829e,clique_botao:cadastro,2025-02-13 20:52:07+00,sms,iOS,Apple,iPhone SE,1.2
089fceaf-3c59-4b8c-a84b-968ba0a44000,visualizacao_tela:instalacao,2025-03-16 04:05:54+00,push,Android,Motorola,Moto G Power,1.1
089fceaf-3c59-4b8c-a84b-968ba0a44000,clique_botao:criar_conta,2025-03-16 04:06:54+00,push,Android,Motorola,Moto G Power,1.1
089fceaf-3c59-4b8c-a84b-968ba0a44000,clique_botao:cadastro,2025-03-16 04:07:54+00,push,Android,Motorola,Moto G Power,1.1
089fceaf-3c59-4b8c-a84b-968ba0a44000,clique_botao:pin_cadastro,2025-03-16 04:08:54+00,push,Android,Motorola,Moto G Power,1.1
08f613a6-0b8f-46b4-b3ca-6e693781c492,visualizacao_tela:instalacao,2025-01-11 06:20:22+00,sms,Android,Samsung,Galaxy S21,2
08f613a6-0b8f-46b4-b3ca-6e693781c492,clique_botao:criar_conta,2025-01-11 06:21:22+00,sms,Android,Samsung,Galaxy S21,2
08f613a6-0b8f-46b4-b3ca-6e693781c492,clique_botao:cadastro,2025-01-11 06:23:22+00,sms,Android,Samsung,Galaxy S21,2
08f613a6-0b8f-46b4-b3ca-6e693781c492,clique_botao:pin_cadastro,2025-01-11 06:26:22+00,sms,Android,Samsung,Galaxy S21,2
08f613a6-0b8f-46b4-b3ca-6e693781c492,visualizacao_tela:inicio,2025-01-11 06:27:22+00,sms,Android,Samsung,Galaxy S21,2
08f613a6-0b8f-46b4-b3ca-6e693781c492,clique_botao:ebook,2025-01-11 06:58:22+00,sms,Android,Samsung,Galaxy S21,2
08f613a6-0b8f-46b4-b3ca-6e693781c492,clique_botao:ler_ebook,2025-01-11 07:18:22+00,sms,Android,Samsung,Galaxy S21,2
08f613a6-0b8f-46b4-b3ca-6e693781c492,clique_botao:minibook,2025-01-11 07:57:22+00,sms,Android,Samsung,Galaxy S21,2
08f613a6-0b8f-46b4-b3ca-6e693781c492,clique_botao:minibook,2025-01-11 08:54:22+00,sms,Android,Samsung,Galaxy S21,2
08f613a6-0b8f-46b4-b3ca-6e693781c492,clique_botao:ebook,2025-01-11 09:27:22+00,sms,Android,Samsung,Galaxy S21,2
08f613a6-0b8f-46b4-b3ca-6e693781c492,clique_botao:ler_ebook,2025-01-11 09:34:22+00,sms,Android,Samsung,Galaxy S21,2
08f613a6-0b8f-46b4-b3ca-6e693781c492,clique_botao:ebook,2025-01-11 10:06:22+00,sms,Android,Samsung,Galaxy S21,2
08f613a6-0b8f-46b4-b3ca-6e693781c492,clique_botao:ebook,2025-01-11 10:17:22+00,sms,Android,Samsung,Galaxy S21,2
090203a5-1ab5-45d7-98b3-226871c7e394,visualizacao_tela:instalacao,2025-03-14 08:09:19+00,sms,Android,Samsung,Galaxy M32,2
091775d7-c3ef-40f6-897d-271ca1282040,visualizacao_tela:instalacao,2025-01-03 12:04:41+00,push,Android,Motorola,Moto G Stylus,1.1
091775d7-c3ef-40f6-897d-271ca1282040,clique_botao:criar_conta,2025-01-03 12:05:41+00,push,Android,Motorola,Moto G Stylus,1.1
093ad6ec-aec4-473f-bae2-0fe08c594472,visualizacao_tela:instalacao,2025-03-12 02:28:58+00,push,iOS,Apple,iPhone SE,1.1
093ad6ec-aec4-473f-bae2-0fe08c594472,clique_botao:criar_conta,2025-03-12 02:29:58+00,push,iOS,Apple,iPhone SE,1.1
093ad6ec-aec4-473f-bae2-0fe08c594472,clique_botao:cadastro,2025-03-12 02:33:58+00,push,iOS,Apple,iPhone SE,1.1
093ad6ec-aec4-473f-bae2-0fe08c594472,clique_botao:pin_cadastro,2025-03-12 02:38:58+00,push,iOS,Apple,iPhone SE,1.1
093ad6ec-aec4-473f-bae2-0fe08c594472,visualizacao_tela:inicio,2025-03-12 02:40:58+00,push,iOS,Apple,iPhone SE,1.1
093ad6ec-aec4-473f-bae2-0fe08c594472,clique_botao:ebook,2025-03-12 02:57:58+00,push,iOS,Apple,iPhone SE,1.1
093ad6ec-aec4-473f-bae2-0fe08c594472,clique_botao:ler_ebook,2025-03-12 03:10:58+00,push,iOS,Apple,iPhone SE,1.1
093ad6ec-aec4-473f-bae2-0fe08c594472,clique_botao:minibook,2025-03-12 03:40:58+00,push,iOS,Apple,iPhone SE,1.1
093ad6ec-aec4-473f-bae2-0fe08c594472,clique_botao:ler_minibook,2025-03-12 04:00:58+00,push,iOS,Apple,iPhone SE,1.1
093ad6ec-aec4-473f-bae2-0fe08c594472,clique_botao:minibook,2025-03-12 04:29:58+00,push,iOS,Apple,iPhone SE,1.1
093ad6ec-aec4-473f-bae2-0fe08c594472,clique_botao:ler_minibook,2025-03-12 04:42:58+00,push,iOS,Apple,iPhone SE,1.1
093ad6ec-aec4-473f-bae2-0fe08c594472,clique_botao:audiobook,2025-03-12 05:29:58+00,push,iOS,Apple,iPhone SE,1.1
093ad6ec-aec4-473f-bae2-0fe08c594472,clique_botao:ouvir_audiobook,2025-03-12 05:45:58+00,push,iOS,Apple,iPhone SE,1.1
093ad6ec-aec4-473f-bae2-0fe08c594472,clique_botao:audiobook,2025-03-12 06:30:58+00,push,iOS,Apple,iPhone SE,1.1
093ad6ec-aec4-473f-bae2-0fe08c594472,clique_botao:ouvir_audiobook,2025-03-12 06:40:58+00,push,iOS,Apple,iPhone SE,1.1
093ad6ec-aec4-473f-bae2-0fe08c594472,clique_botao:ebook,2025-03-12 06:54:58+00,push,iOS,Apple,iPhone SE,1.1
093ad6ec-aec4-473f-bae2-0fe08c594472,clique_botao:ler_ebook,2025-03-12 07:12:58+00,push,iOS,Apple,iPhone SE,1.1
093ad6ec-aec4-473f-bae2-0fe08c594472,clique_botao:minibook,2025-03-12 07:30:58+00,push,iOS,Apple,iPhone SE,1.1
093ad6ec-aec4-473f-bae2-0fe08c594472,clique_botao:ouvir_audiobook,2025-03-12 08:24:58+00,push,iOS,Apple,iPhone SE,1.1
093ad6ec-aec4-473f-bae2-0fe08c594472,clique_botao:audiobook,2025-03-12 09:18:58+00,push,iOS,Apple,iPhone SE,1.1
095149c9-5f5f-45b1-a639-3c1d153e7976,visualizacao_tela:instalacao,2025-02-03 10:02:09+00,sms,iOS,Apple,iPhone 12,1.2
095149c9-5f5f-45b1-a639-3c1d153e7976,clique_botao:criar_conta,2025-02-03 10:03:09+00,sms,iOS,Apple,iPhone 12,1.2
095149c9-5f5f-45b1-a639-3c1d153e7976,clique_botao:cadastro,2025-02-03 10:04:09+00,sms,iOS,Apple,iPhone 12,1.2
095149c9-5f5f-45b1-a639-3c1d153e7976,clique_botao:pin_cadastro,2025-02-03 10:09:09+00,sms,iOS,Apple,iPhone 12,1.2
095149c9-5f5f-45b1-a639-3c1d153e7976,visualizacao_tela:inicio,2025-02-03 10:10:09+00,sms,iOS,Apple,iPhone 12,1.2
095149c9-5f5f-45b1-a639-3c1d153e7976,clique_botao:ebook,2025-02-03 10:20:09+00,sms,iOS,Apple,iPhone 12,1.2
095149c9-5f5f-45b1-a639-3c1d153e7976,clique_botao:ler_ebook,2025-02-03 10:31:09+00,sms,iOS,Apple,iPhone 12,1.2
095149c9-5f5f-45b1-a639-3c1d153e7976,clique_botao:audiobook,2025-02-03 11:21:09+00,sms,iOS,Apple,iPhone 12,1.2
095149c9-5f5f-45b1-a639-3c1d153e7976,clique_botao:ouvir_audiobook,2025-02-03 11:45:09+00,sms,iOS,Apple,iPhone 12,1.2
095149c9-5f5f-45b1-a639-3c1d153e7976,clique_botao:minibook,2025-02-03 12:05:09+00,sms,iOS,Apple,iPhone 12,1.2
095149c9-5f5f-45b1-a639-3c1d153e7976,clique_botao:ler_minibook,2025-02-03 12:51:09+00,sms,iOS,Apple,iPhone 12,1.2
095149c9-5f5f-45b1-a639-3c1d153e7976,clique_botao:audiobook,2025-02-03 12:57:09+00,sms,iOS,Apple,iPhone 12,1.2
095149c9-5f5f-45b1-a639-3c1d153e7976,clique_botao:ler_minibook,2025-02-03 13:10:09+00,sms,iOS,Apple,iPhone 12,1.2
095149c9-5f5f-45b1-a639-3c1d153e7976,clique_botao:ler_minibook,2025-02-03 13:26:09+00,sms,iOS,Apple,iPhone 12,1.2
099b21d4-91af-4b90-adb7-ae6bdc4f43c8,visualizacao_tela:instalacao,2025-01-14 12:36:40+00,sms,iOS,Apple,iPhone 12,1.2
099b21d4-91af-4b90-adb7-ae6bdc4f43c8,clique_botao:criar_conta,2025-01-14 12:38:40+00,sms,iOS,Apple,iPhone 12,1.2
099b21d4-91af-4b90-adb7-ae6bdc4f43c8,clique_botao:cadastro,2025-01-14 12:41:40+00,sms,iOS,Apple,iPhone 12,1.2
0a2bb9fe-230c-472f-a4ad-1151bd4ba345,visualizacao_tela:instalacao,2025-03-23 12:56:04+00,email,iOS,Apple,iPhone 13,2
0a2bb9fe-230c-472f-a4ad-1151bd4ba345,clique_botao:criar_conta,2025-03-23 13:01:04+00,email,iOS,Apple,iPhone 13,2
0a2bb9fe-230c-472f-a4ad-1151bd4ba345,clique_botao:cadastro,2025-03-23 13:05:04+00,email,iOS,Apple,iPhone 13,2
0a2bb9fe-230c-472f-a4ad-1151bd4ba345,clique_botao:pin_cadastro,2025-03-23 13:09:04+00,email,iOS,Apple,iPhone 13,2
0a375da9-4359-43be-9046-993504cdd3f9,visualizacao_tela:instalacao,2025-01-02 16:20:23+00,mms,Android,Xiaomi,Redmi Note 10,1.1
0a375da9-4359-43be-9046-993504cdd3f9,clique_botao:criar_conta,2025-01-02 16:25:23+00,mms,Android,Xiaomi,Redmi Note 10,1.1
